p,n,MAE_m,MAPE_percent,RMSE_m,bias_m
4.32,10000,1311.407203399171,30.196983655836675,1528.947762254756,-1311.4071700516652
4.33,10000,1311.6808568481022,30.203663318101242,1529.2624318662945,-1311.6808235009842
4.34,10000,1311.9525545150448,30.210295994059926,1529.5749759956707,-1311.9525211683024
4.35,10000,1312.2223147835086,30.21688211831293,1529.885413658688,-1312.2222814371296
4.36,10000,1312.4901558237693,30.22342212049116,1530.1937636603475,-1312.4901224777418
4.37,10000,1312.7560955957922,30.229916425323555,1530.5000445976104,-1312.7560622501046
4.38,10000,1313.0201518521196,30.2363654527037,1530.8042748621328,-1313.0201185067604
4.39,10000,1313.2823421407252,30.242769617755506,1531.1064726429713,-1313.2823087956838
4.4,10000,1313.5426838077915,30.249129330897297,1531.4066559292128,-1313.5426504630577
4.41,10000,1313.8011940004783,30.255444997905524,1531.7048425126038,-1313.8011606560422
4.42,10000,1314.0578896696138,30.26171701997692,1532.0010499901048,-1314.0578563254655
4.43,10000,1314.3127875723783,30.267945793790297,1532.2952957664386,-1314.312754228508
4.44,10000,1314.5659042749244,30.27413171156696,1532.5875970565828,-1314.5658709313238
4.45,10000,1314.8172561549452,30.280275161130003,1532.8779708882125,-1314.8172228116046
4.46,10000,1315.0668594042377,30.28637652596337,1533.1664341041417,-1315.0668260611494
4.47,10000,1315.314730031195,30.292436185269366,1533.4530033646956,-1315.3146966883503
4.48,10000,1315.5608838632722,30.298454514025565,1533.737695150063,-1315.560850520663
4.49,10000,1315.8053365494136,30.304431883040785,1534.0205257626124,-1315.8053032070327
4.5,10000,1316.0481035624398,30.310368659010212,1534.3015113291676,-1316.0480702202794
4.51,10000,1316.289200201399,30.316265204569653,1534.5806678032568,-1316.2891668594516
4.52,10000,1316.5286415938895,30.322121878349172,1534.8580109673337,-1316.528608252149
4.53,10000,1316.7664426983263,30.32793903502535,1535.1335564349397,-1316.7664093567853
4.54,10000,1317.0026183062005,30.333717025373545,1535.407319652874,-1317.0025849648532
4.55,10000,1317.237183044277,30.339456196318604,1535.6793159032925,-1317.2371497031163
4.56,10000,1317.4701513767764,30.34515689098527,1535.949560305802,-1317.4701180357968
4.57,10000,1317.7015376075215,30.35081944874774,1536.2180678195184,-1317.7015042667165
4.58,10000,1317.9313558820465,30.35644420527842,1536.4848532450899,-1317.9313225414107
4.59,10000,1318.1596201896705,30.362031492595843,1536.749931226688,-1318.1595868491981
4.6,10000,1318.3863443655473,30.36758163911203,1537.0133162539787,-1318.3863110252335
4.61,10000,1318.611542092687,30.373094969679215,1537.2750226640646,-1318.611508752526
4.62,10000,1318.8352269039297,30.378571805635467,1537.5350646433835,-1318.835193563917
4.63,10000,1319.0574121839197,30.38401246485034,1537.7934562296107,-1319.0573788440506
4.64,10000,1319.2781111710092,30.389417261768887,1538.0502113134905,-1319.2780778312788
4.65,10000,1319.4973369591773,30.394786507456057,1538.3053436406885,-1319.4973036195809
4.66,10000,1319.7151024998798,30.400120509639457,1538.5588668135726,-1319.7150691604131
4.67,10000,1319.9314206039105,30.405419572752418,1538.8107942930123,-1319.9313872645694
4.68,10000,1320.1463039431937,30.41068399797546,1539.0611394001073,-1320.1462706039742
4.69,10000,1320.3597650525858,30.41591408327801,1539.309915317929,-1320.3597317134838
4.7,10000,1320.5718163316292,30.421110123458977,1539.5571350932175,-1320.571782992641
4.71,10000,1320.7824700462888,30.42627241018688,1539.802811638059,-1320.7824367074106
4.72,10000,1320.9917383306567,30.43140123203944,1540.0469577315375,-1320.991704991885
4.73,10000,1321.1996331886396,30.436496874542552,1540.28958602137,-1321.199599849971
4.74,10000,1321.4061664956137,30.44155962020859,1540.5307090255076,-1321.4061331570447
4.75,10000,1321.611350000057,30.446589748574326,1540.7703391337209,-1321.6113166615844
4.76,10000,1321.8151953251659,30.45158753623825,1541.0084886091668,-1321.8151619867863
4.77,10000,1322.0177139704363,30.45655325689724,1541.245169589925,-1322.0176806321467
4.78,10000,1322.2189173132272,30.461487181382836,1541.4803940905156,-1322.218883975025
4.79,10000,1322.4188166103013,30.466389577696884,1541.7141740033976,-1322.4187832721836
4.8,10000,1322.617422999342,30.47126071104666,1541.9465211004422,-1322.617389661306
4.81,10000,1322.814747500452,30.47610084387974,1542.1774470343944,-1322.8147141624954
4.82,10000,1323.0108010176218,30.480910235917904,1542.4069633402992,-1323.0107676797415
4.83,10000,1323.2055943401906,30.48568914419106,1542.6350814369268,-1323.2055610023845
4.84,10000,1323.3991381442659,30.4904378230702,1542.8618126281565,-1323.399104806531
4.85,10000,1323.5914429941506,30.495156524300437,1543.0871681043675,-1323.591409656485
4.86,10000,1323.7825193437197,30.49984549703298,1543.3111589437833,-1323.7824860061214
4.87,10000,1323.972377537795,30.504504987857,1543.5337961138127,-1323.9723442002614
4.88,10000,1324.1610278134995,30.509135240831075,1543.755090472374,-1324.1609944760285
4.89,10000,1324.3484803015892,30.513736497514078,1543.9750527691965,-1324.3484469641792
4.9,10000,1324.5347450277575,30.518308996995465,1544.1936936470959,-1324.534711690406
4.91,10000,1324.7198319139393,30.522852975925552,1544.4110236432512,-1324.7197985766447
4.92,10000,1324.903750779582,30.52736866854498,1544.6270531904474,-1324.9037174423427
4.93,10000,1325.0865113429002,30.531856306713905,1544.8417926183063,-1325.086478005714
4.94,10000,1325.268123222126,30.53631611994101,1545.0552521545123,-1325.2680898849912
4.95,10000,1325.4485959367164,30.5407483354115,1545.267441925994,-1325.4485625996315
4.96,10000,1325.627938908564,30.54515317801535,1545.478371960114,-1325.6279055715274
4.97,10000,1325.8061614631943,30.54953087037495,1545.688052185844,-1325.8061281262044
4.98,10000,1325.9832728309211,30.55388163287211,1545.8964924349,-1325.9832394939763
4.99,10000,1326.1592821480087,30.55820568367497,1546.1037024428829,-1326.1592488111075
5.0,10000,1326.3341984578099,30.562503238764506,1546.3096918503995,-1326.3341651209512
